"";"ID";"MES_MED";"OLA";"SEXO";"EDAD";"RANGOEDAD";"REGION";"ZONA";"DISTRITO_ELECTORAL";"GSE_COD2";"P1";"P1B";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10_1";"P10_2";"P10_3";"P13_1";"P14";"P15";"P20";"P29XPARTIDARIO";"P32XMARZO";"P41";"P69";"P71";"P162";"P264";"P265X2";"P286";"P287";"P288";"P289";"P290";"P291";"P292";"P293";"P257";"P258X1";"P258X2";"P258X3";"P258X4";"P258X5";"P258X6";"P258X7";"PONDERADOR2"
"290";524;"202111";"2";"Hombre";"41";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Peor que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Desigualdad / Distribución ingreso";"P10-Inmigración";"Sin Posición Política";"No sé";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Eduardo Artés";"P292-No sabe";"P293-Muy decidido";"1";"$380 mil a $661 mil";NA;NA;NA;NA;NA;NA;0,431036506
"291";525;"202111";"2";"Mujer";"68";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Mejor que hoy";"Buena";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Corrupción";"P10-Gestión del Gobierno";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Jubilado(a), ya no trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Decidido";"1";"$380 mil a $661 mil";NA;NA;NA;NA;NA;NA;0,684771339
"292";526;"202111";"2";"Mujer";"62";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C3";"No estoy seguro/a";"En retroceso";"Regular";"Mejor que hace un año";"Peor que hoy";"Regular";"Igual que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Vivienda";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-Gabriel Boric";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy medianamente interesado";"P290-Si";"P291-Vote nulo / blanco";"P292-No sabe";"P293-Poco decidido";"Más de 7";NA;NA;NA;NA;NA;NA;"$850 mil a $1,4 millones";1,224547492
"293";527;"202111";"2";"Hombre";"43";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-C3";"La dirección correcta";"Progresando";"Buena";"Mucho mejor que hace un año";"Mucho mejor que hoy";"Buena";"Mucho mejor que hace un año";"Mucho mejor que hoy";"Apruebo";"Apruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Inmigración";"Sin Posición Política";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"No";"Partidario del gobierno";"Muy preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Muy malo";"P286-No votará";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;0,431036506
"294";528;"202111";"2";"Mujer";"31";"31 a 40 años";"La Araucanía";"SUR";"Distrito electoral 23";"GSE-C2";"No estoy seguro/a";"Estancado";"Regular";"Peor que hace un año";"No sé";"Regular";"Igual que hace un año";"Peor que hoy";"No sé";"No sé";"P10-Economía";"P10-Terrorismo";"P10-Inflación - alza de precios";"No sé";"No sé";"Medianamente feliz";"No";"No sé";"Preocupado";"Bajo riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Nada decidido";"2";NA;"$617 mil a $1,0 millones";NA;NA;NA;NA;NA;0,289404952
"295";529;"202111";"2";"Mujer";"35";"31 a 40 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-C3";"No estoy seguro/a";"En retroceso";"Regular";"Mejor que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Educación";"P10-Corrupción";"P10-Desigualdad / Distribución ingreso";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Nada preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-José Antonio Kast";"P293-Nada decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;0,379757008
"296";531;"202111";"2";"Mujer";"21";"18 a 30 años";"Ñuble";"SUR";"Distrito electoral 19";"GSE-D";"La dirección incorrecta";"Estancado";"Mala";"Mejor que hace un año";"Mejor que hoy";"Regular";"Mejor que hace un año";"Mejor que hoy";"Apruebo";"Desapruebo";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"P10-Vivienda";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Sólo estudiando";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$329 mil a $574 mil";NA;NA;NA;1,561690482
"297";533;"202111";"2";"Mujer";"33";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-D";"No estoy seguro/a";"En retroceso";"Regular";"Mejor que hace un año";"Mucho mejor que hoy";"Buena";"Mejor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Gestión del Gobierno";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Ninguna";"Feliz";"No";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$329 mil a $574 mil";NA;NA;NA;0,768356902
"298";535;"202111";"2";"Mujer";"48";"41 a 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-C1";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"No sé";"Buena";"Igual que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Inmigración";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Muy decidido";"5";NA;NA;NA;NA;"$2,1 millones a $3,5 millones";NA;NA;0,362281257
"299";536;"202111";"2";"Mujer";"33";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-E";"La dirección incorrecta";"Estancado";"Mala";"Peor que hace un año";"Peor que hoy";"Mala";"Peor que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Vivienda";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-No estoy seguro si iré a votar o no";"P289-Estoy muy interesado";"P290-No";NA;"P292-No sabe";"P293-Medianamente decidido";"4";NA;NA;NA;"$0 a $328 mil";NA;NA;NA;0,768356902
"300";537;"202111";"2";"Mujer";"58";"Más de 50 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-C2";"No estoy seguro/a";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Buena";"Igual que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Corrupción";"P10-Delincuencia";"P10-Pobreza";"Sin Posición Política";"Ninguna";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-No recuerda";"P292-José Antonio Kast";"P293-Muy decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,557504173
"301";538;"202111";"2";"Mujer";"55";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C1";"La dirección incorrecta";"Estancado";"Buena";"Mejor que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Apruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"Centro";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$4,4 millones o más";NA;NA;NA;NA;1,347002242
"302";540;"202111";"2";"Mujer";"24";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Mejor que hace un año";"Mejor que hoy";"Regular";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Corrupción";"P10-Cuidado Medio ambiente / Naturaleza";"P10-Inflación - alza de precios";"Izquierda";"Frente Amplio";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Muy bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,41206686
"303";542;"202111";"2";"Mujer";"20";"18 a 30 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Mala";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Sueldos";"Izquierda";"Ninguna";"Poco feliz";"No";"Opositor del gobierno";"Mediamente preocupado";"Alto riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"7";NA;NA;NA;NA;NA;NA;"$850 mil a $1,4 millones";1,063407772
"304";543;"202111";"2";"Mujer";"42";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C1";"La dirección correcta";"Progresando";"Regular";"Mejor que hace un año";"Mejor que hoy";"Buena";"Igual que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"P10-Inmigración";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Muy feliz";"Sí";"Partidario del gobierno";"Preocupado";"Bajo riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Nada decidido";"5";NA;NA;NA;NA;"$3,6 millones a $6,2 millones";NA;NA;0,479549936
"305";544;"202111";"2";"Hombre";"69";"Más de 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-D";"La dirección correcta";"Progresando";"Regular";"Igual que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Narcotráfico";"P10-Delincuencia";"Sin Posición Política";"Independiente";"Medianamente feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Jubilado(a), ya no trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy poco interesado";"P290-No";NA;"P292-No sabe";"P293-Medianamente decidido";"1";"$125 mil a $217 mil";NA;NA;NA;NA;NA;NA;6,504262033
"306";545;"202111";"2";"Mujer";"48";"41 a 50 años";"Libertador General Bernardo OHiggins";"CENTRO";"Distrito electoral 16";"GSE-D";"La dirección incorrecta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"No sé";"P10-Desempleo";"P10-Estabilidad Política";"P10-Delincuencia";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;1,281266702
"307";546;"202111";"2";"Hombre";"54";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 14";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"P10-Pobreza";"Centro izquierda";"Ex Nueva Mayoría (PS – PPD -PRSD )";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Yasna Provoste";"P292-Gabriel Boric";"P293-Decidido";"Más de 7";NA;NA;NA;NA;NA;NA;"$1,5 millones a $2,5 millones";0,30840573
"308";547;"202111";"2";"Mujer";"47";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección correcta";"Estancado";"Regular";"Mejor que hace un año";"Mucho mejor que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"Apruebo";"No sé";"P10-Pensiones - Jubilaciones";"P10-Estabilidad Política";"P10-Terrorismo";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Partidario del gobierno";"Mediamente preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,371264466
"309";548;"202111";"2";"Mujer";"19";"18 a 30 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C3";"No estoy seguro/a";"No sé";"Mala";"No sé";"No sé";"Regular";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Vivienda";"Izquierda";"Partido de la gente";"Medianamente feliz";"No";"Opositor del gobierno";"Preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;1,063407772
"310";549;"202111";"2";"Mujer";"55";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-C3";"No estoy seguro/a";"Estancado";"Regular";"Mejor que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Corrupción";"P10-Delincuencia";"P10-Inmigración";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-No sabe";"P287-No sabe";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy medianamente interesado";"P290-Si";"P291-Franco Parisi";"P292-No sabe";"P293-Nada decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,684771339
"311";552;"202111";"2";"Mujer";"41";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-E";"No estoy seguro/a";"Estancado";"Mala";"Igual que hace un año";"Igual que hoy";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Apruebo";"Desapruebo";"P10-Delincuencia";"P10-Vivienda";"P10-Pobreza";"Izquierda";"Ninguna";"Poco feliz";"No";"Partidario del gobierno";"Muy preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Malo";"P286-No votará";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy nada interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Muy decidido";"5";NA;NA;NA;NA;"$0 a $384 mil";NA;NA;0,681465698
"312";553;"202111";"2";"Mujer";"45";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-E";"La dirección incorrecta";"En retroceso";"Muy mala";"Peor que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"No sé";"Desapruebo";"P10-Gestión del Gobierno";"P10-Vivienda";"P10-Sueldos";"No sé";"Ninguna";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$0 a $436 mil";NA;0,681465698
"313";554;"202111";"2";"Hombre";"33";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C2";"La dirección incorrecta";"En retroceso";"Regular";"Peor que hace un año";"No sé";"Regular";"Igual que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Sueldos";"Centro Derecha";"No sé";"Medianamente feliz";"No";"Partidario del gobierno";"Muy preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Nada decidido";"6";NA;NA;NA;NA;NA;"$1,4 millones a $2,3 millones";NA;0,220370836
"314";555;"202111";"2";"Mujer";"33";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-C3";"La dirección incorrecta";"En retroceso";"Mala";"Peor que hace un año";"Igual que hoy";"Regular";"Mucho peor que hace un año";"Mucho peor que hoy";"Desapruebo";"Desapruebo";"P10-Estabilidad Política";"P10-Inmigración";"P10-Pobreza";"Izquierda";"Partido Republicano (Jose Antonio Kast)";"Medianamente feliz";"No";"No sé";"Muy preocupado";"Alto riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,439419797
"315";556;"202111";"2";"Mujer";"46";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C1";"No estoy seguro/a";"Estancado";"Mala";"Peor que hace un año";"Mucho peor que hoy";"Muy mala";"Peor que hace un año";"Mucho peor que hoy";"Desapruebo";"Desapruebo";"P10-Cuidado Medio ambiente / Naturaleza";"P10-Desigualdad / Distribución ingreso";"P10-Gestión del Gobierno";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$2,5 millones a $4,3 millones";NA;NA;NA;NA;0,479549936
"316";557;"202111";"2";"Mujer";"21";"18 a 30 años";"Los Ríos";"SUR";"Distrito electoral 24";"GSE-C3";"La dirección correcta";"Progresando";"Regular";"Peor que hace un año";"No sé";"Regular";"Igual que hace un año";"No sé";"No sé";"Apruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Desempleo";"Sin Posición Política";"Ninguna";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Preocupado";"Bajo riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Gabriel Boric";"P292-José Antonio Kast";"P293-Muy decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;1,354527459
"317";558;"202111";"2";"Mujer";"47";"41 a 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-D";"No estoy seguro/a";"Estancado";"Regular";"Peor que hace un año";"Peor que hoy";"Regular";"Peor que hace un año";"Mejor que hoy";"Desapruebo";"No sé";"P10-Narcotráfico";"P10-Delincuencia";"P10-Vivienda";"Centro";"Independiente";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Regular";"P286-José Antonio Kast";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Muy decidido";"2";NA;"$202 mil a $353 mil";NA;NA;NA;NA;NA;1,408871557
"318";559;"202111";"2";"Mujer";"24";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C1";"La dirección correcta";"Estancado";"Regular";"Peor que hace un año";"Mejor que hoy";"Buena";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Estabilidad Política";"P10-Cuidado Medio ambiente / Naturaleza";"P10-Desigualdad / Distribución ingreso";"Izquierda";"Frente Amplio";"Feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Mediano riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"5";NA;NA;NA;NA;"$3,6 millones a $6,2 millones";NA;NA;0,632816964
"319";561;"202111";"2";"Mujer";"40";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Narcotráfico";"P10-Corrupción";"P10-Inflación - alza de precios";"Centro izquierda";"Ninguna";"Medianamente feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,332006069
