"Marca.temporal";"p1.movsocial";"p1.militarcarabinero";"p1.declaragob";"p1.manifestantes";"p1.saqueos";"p1.cosena";"p1.gabinete";"p1.antiencapuchados";"p1.antisaqueos";"p1.antibarricadas";"p1.barricadas";"p1.bailapasa";"p1.huelgaparo";"p2.marchas";"p2.cacerolazos";"p2.redessociales";"p2.cabildos";"p3.pensiones";"p3.salud";"p3.educacion";"p3.trabajo";"p3.seguridad";"p3.nuevaconstitucion";"p3.justicia";"p3.ddhh";"p3.vivienda";"p3.medioambiente";"p4.renuncia";"p4.plebiscitoconstitucion";"p4.plebiscitoreformas";"p4.acuerdogobparlamentarios";"p4.acuerdogobpartidos";"p4.asambleaconstituyente";"p5";"p6";"p7.presidencia";"p7.ministerios";"p7.diputados";"p7.senadores";"p7.pjud";"p7.tc";"p7.ffaa";"p7.carabineros";"p7.pdi";"p7.municipalidades";"p7.partidos";"p7.indh";"p7.empresariado";"p7.sindicatos";"p7.juntasvecinales";"p7.universidades";"p8.tvn";"p8.canal13";"p8.mega";"p8.chv";"p8.lared";"p8.cooperativa";"p8.biobio";"p8.adn";"p8.elmercurio";"p8.latercera";"p8.lun";"p8.lacuarta";"p8.lasegunda";"p8.eldesconcierto";"p8.elmostrador";"p9.rtc";"p9.iqqtv";"p9.laestrella";"p9.ellongino";"p9.paulina";"p9.caribe";"p9.neura";"p9.lamega";"p9.municipal";"p10.noticiastv";"p10.diarios";"p10.radios";"p10.wapp";"p10.facebook";"p10.twitter";"p10.instagram";"p10.vecinos";"p10.amigos";"edad";"sexo";"educacion";"comuna";"actividad";"ingresos"
"13/11/2019 20:29:14";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Siempre";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"4";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"4";"5";"2";"4";"5";"4";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"5";"4";"4";"5";"5";31;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 20:38:57";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"5";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"1. Nada de confianza";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"3";"4";"2";"6";"6";"4";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"3";"6";"4";"5";"5";"1. Nada de confianza";"2";"3";32;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"13/11/2019 20:38:57";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"4";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"6";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"5";"5";"5";"Nunca";"A veces";"A veces";"Frecuentemente";"Nunca";"A veces";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"5";"5";"5";"5";"5";"5";"5";"5";"5";40;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 20:40:24";"Muy de acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"5";"7. Alta prioridad";"5";"5";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"2";"1. Nada de confianza";"3";"5";"5";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"4";"4";"4";"4";27;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"menos de $249.999"
"13/11/2019 20:42:07";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"4";"6";"6";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Convención Constituyente (fórmula mixta)";"Sistema de reparto";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"5";"5";"5";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"5";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";71;"Hombre";"Educación Técnica completa";"Iquique";"Emp publico";"Entre $750.000 y $999.999"
"13/11/2019 20:44:47";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"A veces";"A veces";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"5";"4";"2";"2";"2";"2";"5";"5";"5";"3";"2";"2";"5";"2";"2";"2";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"5";"5";"5";"6";"5";"4";"4";"2";"6";60;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"13/11/2019 20:56:01";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"1. Nada de confianza";"3";"1. Nada de confianza";"5";"5";"5";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Siempre";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Siempre";"Siempre";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"3";"3";"6";"5";"5";"5";"6";"6";"7. Mucha confianza";40;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"13/11/2019 21:05:13";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"2";"2";"1. Nada de confianza";"2";"3";"2";"3";"3";"3";"4";"3";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"2";"2";"3";"3";"5";"5";"1. Nada de confianza";"3";"5";46;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"13/11/2019 21:13:04";"En desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Nunca";"Nunca";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"6";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"4";"4";"2";"2";"3";"5";"6";"5";"6";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"2";"1. Nada de confianza";"Nunca";"A veces";"A veces";"Siempre";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Siempre";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"5";"5";"6";"2";"2";"4";"1. Nada de confianza";"1. Nada de confianza";"4";42;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 21:17:53";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Siempre";"Siempre";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"2";"2";"2";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"3";"1. Nada de confianza";"3";"2";"5";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Siempre";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"2";"3";"2";"2";"3";"4";"4";"4";28;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a independiente";"Entre $750.000 y $999.999"
"13/11/2019 21:18:30";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Frecuentemente";"A veces";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"5";"6";"6";"6";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"3";"3";"3";"3";"4";"2";"3";"3";"4";"3";"3";"5";"3";"5";"5";"5";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Frecuentemente";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"5";"5";"5";"4";"4";"4";"4";"5";"4";31;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"$3.000.000 o más"
"13/11/2019 21:24:55";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"3";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"5";"1. Nada de confianza";"5";"7. Mucha confianza";"4";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"2";"1. Nada de confianza";"3";"3";"5";"5";"5";"6";29;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"13/11/2019 21:37:38";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"5";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"2";"2";"2";"4";"4";"5";"4";"4";"4";"4";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"2";"5";"5";"5";"5";"5";"5";28;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 21:38:49";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Siempre";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"5";"7. Alta prioridad";"6";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"3";"2";"7. Mucha confianza";"7. Mucha confianza";"2";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"2";"4";"4";"5";"6";"6";"6";"6";26;"Mujer";"Universitaria incompleta";"Iquique";"Estudiante";"menos de $249.999"
"13/11/2019 21:39:59";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"A veces";"Nunca";"Nunca";"1. Baja prioridad";"1. Baja prioridad";"2";"2";"3";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"2";"2";"2";"4";"3";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"3";"2";"3";"3";"2";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"A veces";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"2";"2";"2";"4";"4";"3";"4";"4";"4";31;"Hombre";"Universitaria incompleta";"Iquique";"Cesante ";"Entre $250.000 y $499.999"
"13/11/2019 21:40:25";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Congreso Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Siempre";"Siempre";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"2";"2";"3";24;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 21:43:27";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"4";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"2";"3";"2";"2";"4";"2";"5";"1. Nada de confianza";"2";"6";"2";"6";"2";"6";"7. Mucha confianza";"5";"A veces";"A veces";"Nunca";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"A veces";"Nunca";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Nunca";"Nunca";"A veces";"Nunca";"3";"3";"5";"5";"4";"4";"6";"5";"7. Mucha confianza";34;"Hombre";"Universitaria incompleta";"Iquique";"Trabajador/a independiente";"Entre $250.000 y $499.999"
"13/11/2019 21:43:50";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"6";"5";"6";"6";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"4";"1. Nada de confianza";"3";"2";"4";"7. Mucha confianza";"7. Mucha confianza";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"3";"4";"5";"6";"6";"6";"6";"6";"6";29;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"13/11/2019 21:55:21";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Nunca";"Frecuentemente";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Panel de expertos/as";"Cuenta individual";"1. Nada de confianza";"4";"1. Nada de confianza";"1. Nada de confianza";"6";"6";"3";"4";"4";"4";"1. Nada de confianza";"5";"5";"7. Mucha confianza";"6";"7. Mucha confianza";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"2";"3";"6";"4";"4";"4";"4";"4";"4";39;"Mujer";"Educación Técnica incompleta";"Iquique";"Trabajador/a independiente";"Entre $500.000 y $749.999"
